ucsc,hgnc_symbol
uc001zlb.4,PAK6
uc001zld.4,PLCB2
uc001zle.6,PLCB2
uc001zlh.5,CCDC9B
uc001zli.2,CCDC9B
uc001zlk.2,DISP2
uc001zll.4,KNSTRN
uc001zlo.4,KNSTRN
uc001zlq.3,IVD
uc001zls.4,IVD
uc001zlt.3,BAHD1
uc001zlu.2,BAHD1
uc001zlv.3,BAHD1
uc001zlw.4,CHST14
uc001zma.3,CCDC32
uc001zmb.3,CCDC32
uc001zmc.3,CCDC32
uc001zmd.3,RPUSD2
uc001zmh.3,RAD51-AS1
uc001zmi.5,RAD51
uc001zml.5,RAD51
uc001zmm.2,RAD51
uc001zmp.1,RMDN3
uc001zmq.2,RMDN3
uc001zmr.2,GCHFR
uc001zms.3,DNAJC17
uc001zmt.2,ZFYVE19
uc001zmu.2,ZFYVE19
uc001zmv.3,ZFYVE19
uc001zmy.3,PPP1R14D
uc001zmz.4,PPP1R14D
uc001zna.4,SPINT1
uc001znb.4,SPINT1
uc001znd.3,RHOV
uc001zne.3,VPS18
uc001znf.4,
uc001zng.3,DLL4
uc001znh.2,CHAC1
uc001zni.5,INO80
uc001znk.5,EXD1
uc001znl.4,CHP1
uc001zno.4,OIP5-AS1
uc001znp.3,OIP5
uc001znr.5,NUSAP1
uc001zns.5,NUSAP1
uc001znt.4,NUSAP1
uc001znu.5,NUSAP1
uc001znv.5,NUSAP1
uc001znx.4,NDUFAF1
uc001zny.3,RTF1
uc001znz.4,ITPKA
uc001zoa.4,LTK
uc001zob.4,LTK
uc001zod.5,RPAP1
uc001zof.3,TYRO3
uc001zoj.4,MAPKBP1
uc001zok.5,MAPKBP1
uc010bbn.5,PAK6
uc010bbo.4,PLCB2
uc010bbs.2,KNL1
uc010bbt.1,KNL1
uc010bbw.4,RAD51
uc010bbw.4,
uc010bbx.4,RAD51
uc010bby.5,C15orf62
uc010bcg.3,LTK
uc010bci.4,MAPKBP1
uc010uck.3,GPR176
uc010ucm.3,PLCB2
uc010ucn.2,CCDC9B
uc010ucp.3,KNSTRN
uc010ucr.2,GCHFR
uc010uct.2,CHAC1
uc010ucv.4,EXD1
uc010ucw.3,NUSAP1
uc010ucx.2,LTK
uc010ucy.2,MGA
uc010ucz.3,MGA
uc021sjc.2,SRP14-AS1
uc021sjf.1,ANKRD63
uc021sjh.3,RPUSD2
uc021sjm.1,MIR626
uc031qrk.2,ZFYVE19
uc032bzz.2,CCDC32
uc059hlq.1,TMCO5A
uc059hlr.1,LINC02345
uc059hls.1,LINC02345
uc059hlt.1,LINC02345
uc059hlu.1,LINC01852
uc059hlv.1,LINC01852
uc059hlw.1,LINC01852
uc059hlx.1,LINC01852
uc059hly.1,
uc059hlz.1,SPRED1
uc059hma.1,SPRED1
uc059hmb.1,FAM98B
uc059hmc.1,FAM98B
uc059hmd.1,RASGRP1
uc059hme.1,RASGRP1
uc059hmf.1,RASGRP1
uc059hmg.1,RASGRP1
uc059hmh.1,RASGRP1
uc059hmi.1,RASGRP1
uc059hmj.1,RASGRP1
uc059hmk.1,RASGRP1
uc059hml.1,
uc059hmm.1,RASGRP1
uc059hmn.1,
uc059hmo.1,RASGRP1
uc059hmp.1,RASGRP1
uc059hmr.1,C15orf53
uc059hms.1,C15orf53
uc059hmt.1,
uc059hmu.1,
uc059hmv.1,
uc059hmw.1,
uc059hmx.1,
uc059hmy.1,
uc059hmz.1,
uc059hna.1,
uc059hnb.1,
uc059hnc.1,
uc059hnd.1,
uc059hne.1,C15orf54
uc059hnf.1,C15orf54
uc059hng.1,
uc059hnh.1,
uc059hni.1,
uc059hnj.1,
uc059hnk.1,
uc059hnl.1,
uc059hnm.1,
uc059hno.1,
uc059hnp.1,THBS1
uc059hnq.1,
uc059hnr.1,THBS1
uc059hns.1,THBS1
uc059hnt.1,
uc059hnu.1,THBS1
uc059hnv.1,THBS1
uc059hnw.1,THBS1
uc059hny.1,THBS1
uc059hnz.1,FSIP1
uc059hoa.1,FSIP1
uc059hob.1,
uc059hoc.1,
uc059hod.1,GPR176
uc059hoe.1,GPR176
uc059hof.1,
uc059hog.1,
uc059hoh.1,
uc059hoi.1,
uc059hoj.1,EIF2AK4
uc059hok.1,EIF2AK4
uc059hol.1,EIF2AK4
uc059hom.1,EIF2AK4
uc059hon.1,EIF2AK4
uc059hoo.1,EIF2AK4
uc059hop.1,EIF2AK4
uc059hoq.1,EIF2AK4
uc059hor.1,EIF2AK4
uc059hos.1,SRP14
uc059hot.1,SRP14
uc059hou.1,SRP14
uc059hov.1,SRP14
uc059how.1,SRP14
uc059hox.1,SRP14
uc059hoy.1,SRP14
uc059hoz.1,SRP14-AS1
uc059hpa.1,
uc059hpb.1,
uc059hpc.1,BMF-AS1
uc059hpd.1,BMF
uc059hpe.1,BMF
uc059hpf.1,BMF
uc059hpg.1,BMF
uc059hph.1,BMF
uc059hpi.1,BMF
uc059hpj.1,BUB1B
uc059hpk.1,BUB1B
uc059hpl.1,BUB1B
uc059hpm.1,BUB1B
uc059hpn.1,BUB1B
uc059hpo.1,BUB1B
uc059hpp.1,BUB1B
uc059hpq.1,BUB1B
uc059hpr.1,BUB1B
uc059hps.1,BUB1B
uc059hpv.1,BUB1B-PAK6
uc059hpw.1,BUB1B-PAK6
uc059hpx.1,
uc059hpy.1,
uc059hpz.1,PAK6
uc059hqa.1,PAK6
uc059hqb.1,PAK6
uc059hqc.1,PAK6
uc059hqd.1,PAK6
uc059hqe.1,PAK6
uc059hqf.1,
uc059hqg.1,C15orf56
uc059hqh.1,PAK6
uc059hqi.1,PAK6
uc059hqj.1,PAK6
uc059hqk.1,PAK6
uc059hql.1,PAK6
uc059hqm.1,
uc059hqn.1,PAK6
uc059hqo.1,PAK6
uc059hqp.1,PAK6
uc059hqq.1,PLCB2
uc059hqr.1,PLCB2
uc059hqs.1,
uc059hqt.1,PLCB2
uc059hqu.1,PLCB2
uc059hqv.1,PLCB2
uc059hqw.1,PLCB2
uc059hqx.1,PLCB2
uc059hqy.1,PLCB2
uc059hqz.1,PLCB2
uc059hra.1,PLCB2
uc059hrb.1,PLCB2-AS1
uc059hrc.1,PLCB2
uc059hrd.1,
uc059hre.1,INAFM2
uc059hrf.1,CCDC9B
uc059hrg.1,RNA5SP392
uc059hrh.1,CCDC9B
uc059hri.1,CCDC9B
uc059hrj.1,CCDC9B
uc059hrk.1,PHGR1
uc059hrl.1,PHGR1
uc059hrm.1,DISP2
uc059hrn.1,
uc059hro.1,DISP2
uc059hrp.1,DISP2
uc059hrq.1,KNSTRN
uc059hrr.1,KNSTRN
uc059hrs.1,KNSTRN
uc059hrt.1,KNSTRN
uc059hru.1,KNSTRN
uc059hrv.1,KNSTRN
uc059hrw.1,KNSTRN
uc059hrx.1,KNSTRN
uc059hry.1,KNSTRN
uc059hrz.1,KNSTRN
uc059hsa.1,KNSTRN
uc059hsb.1,KNSTRN
uc059hsc.1,KNSTRN
uc059hsd.1,IVD
uc059hse.1,IVD
uc059hsf.1,IVD
uc059hsg.1,IVD
uc059hsh.1,IVD
uc059hsi.1,IVD
uc059hsj.1,IVD
uc059hsk.1,IVD
uc059hsl.1,IVD
uc059hsm.1,IVD
uc059hsn.1,IVD
uc059hso.1,
uc059hsp.1,
uc059hsq.1,BAHD1
uc059hsr.1,CHST14
uc059hss.1,
uc059hst.1,
uc059hsu.1,CCDC32
uc059hsv.1,RNU6-516P
uc059hsw.1,CCDC32
uc059hsx.1,CCDC32
uc059hsy.1,CCDC32
uc059hsz.1,CCDC32
uc059hta.1,CCDC32
uc059htb.1,CCDC32
uc059htc.1,CCDC32
uc059htd.1,CCDC32
uc059hte.1,CCDC32
uc059htf.1,CCDC32
uc059htg.1,RPUSD2
uc059hth.1,
uc059hti.1,KNL1
uc059htj.1,KNL1
uc059htk.1,KNL1
uc059htl.1,KNL1
uc059htm.1,KNL1
uc059htn.1,KNL1
uc059htp.1,RN7SL376P
uc059htq.1,KNL1
uc059htr.1,KNL1
uc059hts.1,
uc059htt.1,KNL1
uc059htu.1,KNL1
uc059htv.1,KNL1
uc059htx.1,RAD51-AS1
uc059hty.1,RAD51-AS1
uc059htz.1,RAD51
uc059hua.1,RAD51
uc059hub.1,RAD51
uc059huc.1,RAD51
uc059hud.1,RAD51
uc059hue.1,RMDN3
uc059huf.1,RMDN3
uc059hug.1,RMDN3
uc059huh.1,RMDN3
uc059hui.1,RMDN3
uc059huj.1,RMDN3
uc059huk.1,RMDN3
uc059hul.1,RMDN3
uc059hum.1,RMDN3
uc059hun.1,GCHFR
uc059huo.1,GCHFR
uc059hup.1,GCHFR
uc059huq.1,GCHFR
uc059hur.1,DNAJC17
uc059hus.1,DNAJC17
uc059hut.1,DNAJC17
uc059huu.1,DNAJC17
uc059huv.1,DNAJC17
uc059huw.1,DNAJC17
uc059hux.1,DNAJC17
uc059huy.1,DNAJC17
uc059huz.1,DNAJC17
uc059hva.1,DNAJC17
uc059hvb.1,DNAJC17
uc059hvc.1,ZFYVE19
uc059hvd.1,ZFYVE19
uc059hve.1,ZFYVE19
uc059hvf.1,ZFYVE19
uc059hvg.1,ZFYVE19
uc059hvh.1,ZFYVE19
uc059hvi.1,ZFYVE19
uc059hvj.1,ZFYVE19
uc059hvk.1,ZFYVE19
uc059hvl.1,ZFYVE19
uc059hvm.1,ZFYVE19
uc059hvo.1,ZFYVE19
uc059hvp.1,SPINT1-AS1
uc059hvq.1,SPINT1-AS1
uc059hvr.1,SPINT1-AS1
uc059hvs.1,SPINT1-AS1
uc059hvt.1,SPINT1-AS1
uc059hvu.1,SPINT1
uc059hvv.1,SPINT1
uc059hvw.1,SPINT1
uc059hvx.1,SPINT1
uc059hvy.1,SPINT1
uc059hvz.1,SPINT1
uc059hwa.1,SPINT1
uc059hwb.1,SPINT1
uc059hwc.1,SPINT1
uc059hwd.1,
uc059hwf.1,VPS18
uc059hwg.1,VPS18
uc059hwh.1,DLL4
uc059hwi.1,DLL4
uc059hwj.1,CHAC1
uc059hwl.1,CHAC1
uc059hwm.1,INO80
uc059hwn.1,INO80
uc059hwo.1,INO80
uc059hwp.1,INO80
uc059hwq.1,INO80
uc059hwr.1,INO80
uc059hws.1,INO80
uc059hwt.1,INO80
uc059hwu.1,
uc059hwv.1,
uc059hww.1,INO80-AS1
uc059hwx.1,
uc059hwy.1,INO80-AS1
uc059hxa.1,INO80
uc059hxb.1,EXD1
uc059hxc.1,RN7SL497P
uc059hxd.1,EXD1
uc059hxe.1,EXD1
uc059hxf.1,CHP1
uc059hxg.1,CHP1
uc059hxh.1,CHP1
uc059hxi.1,CHP1
uc059hxj.1,CHP1
uc059hxk.1,CHP1
uc059hxl.1,CHP1
uc059hxm.1,CHP1
uc059hxn.1,OIP5-AS1
uc059hxo.1,OIP5-AS1
uc059hxp.1,OIP5-AS1
uc059hxq.1,OIP5-AS1
uc059hxr.1,OIP5-AS1
uc059hxs.1,OIP5-AS1
uc059hxt.1,OIP5-AS1
uc059hxu.1,OIP5-AS1
uc059hxv.1,OIP5-AS1
uc059hxw.1,OIP5
uc059hxx.1,NUSAP1
uc059hxy.1,NUSAP1
uc059hxz.1,NUSAP1
uc059hya.1,NUSAP1
uc059hyb.1,NUSAP1
uc059hyc.1,
uc059hyd.1,NUSAP1
uc059hye.1,NUSAP1
uc059hyf.1,NDUFAF1
uc059hyg.1,NDUFAF1
uc059hyh.1,NDUFAF1
uc059hyi.1,RTF1
uc059hyj.1,RTF1
uc059hyk.1,RNU6-1169P
uc059hyl.1,RTF1
uc059hym.1,RTF1
uc059hyn.1,RTF1
uc059hyo.1,RTF1
uc059hyp.1,ITPKA
uc059hyq.1,ITPKA
uc059hyr.1,ITPKA
uc059hys.1,LTK
uc059hyt.1,LTK
uc059hyu.1,RPAP1
uc059hyv.1,RPAP1
uc059hyw.1,RPAP1
uc059hyx.1,RPAP1
uc059hyy.1,RPAP1
uc059hyz.1,RPAP1
uc059hza.1,RPAP1
uc059hzb.1,RPAP1
uc059hzc.1,RPAP1
uc059hzd.1,RPAP1
uc059hze.1,RPAP1
uc059hzf.1,TYRO3
uc059hzg.1,TYRO3
uc059hzh.1,TYRO3
uc059hzi.1,TYRO3
uc059hzj.1,TYRO3
uc059hzk.1,TYRO3
uc059hzl.1,TYRO3
uc059hzm.1,TYRO3
uc059hzn.1,
uc059hzo.1,
uc059hzp.1,MGA
uc059hzq.1,MGA
uc059hzr.1,MGA
uc059hzs.1,MGA
uc059hzt.1,MGA
uc059hzu.1,MGA
uc059hzv.1,MGA
uc059hzw.1,MGA
uc059hzx.1,MGA
uc059hzy.1,MGA
uc059hzz.1,
uc059iaa.1,
uc059iab.1,MAPKBP1
uc059iac.1,MAPKBP1
uc059iad.1,MAPKBP1
uc059iae.1,MAPKBP1
uc059iaf.1,MAPKBP1
uc059iag.1,MAPKBP1
uc059iah.1,MAPKBP1
uc059iaj.1,MAPKBP1
uc059iak.1,MAPKBP1
uc059ial.1,MAPKBP1
uc059iam.1,MAPKBP1
uc059ian.1,MAPKBP1
uc059iao.1,MAPKBP1
uc059iap.1,MAPKBP1
uc059iaq.1,
uc001zon.3,JMJD7
uc001zoo.5,JMJD7-PLA2G4B
uc001zos.5,SPTBN5
uc001zot.4,EHD4
uc001zox.3,PLA2G4D
uc001zoz.4,PLA2G4F
uc001zpc.4,VPS39
uc001zpd.4,VPS39
uc001zpg.4,TMEM87A
uc001zph.3,GANC
uc001zpi.4,GANC
uc001zpk.2,
uc001zpl.2,CAPN3
uc001zpl.2,
uc001zpn.2,CAPN3
uc001zpo.2,CAPN3
uc001zpp.2,CAPN3
uc001zpq.1,CAPN3
uc001zps.2,CAPN3
uc001zpt.2,CAPN3
uc001zpv.5,ZNF106
uc001zpw.5,ZNF106
uc001zpz.3,SNAP23
uc001zqa.3,SNAP23
uc001zqc.4,LRRC57
uc001zqd.3,LRRC57
uc001zqe.4,HAUS2
uc001zqj.4,CDAN1
uc001zql.4,CDAN1
uc001zqm.4,
uc001zqo.4,TTBK2
uc001zqp.5,TTBK2
uc001zqq.4,UBR1
uc001zqr.4,TMEM62
uc001zqv.4,CCNDBP1
uc001zra.5,EPB42
uc001zrb.5,EPB42
uc001zrd.2,TGM5
uc001zre.3,TGM5
uc001zrf.2,TGM7
uc001zrg.4,LCMT2
uc001zrh.5,ADAL
uc001zrk.2,ZSCAN29
uc001zrn.5,TUBGCP4
uc001zro.5,TUBGCP4
uc001zrp.4,TP53BP1
uc001zrq.5,TP53BP1
uc001zrr.5,TP53BP1
uc001zrs.4,TP53BP1
uc001zrt.4,MAP1A
uc001zrw.3,PPIP5K1
uc001zrx.3,PPIP5K1
uc001zry.5,PPIP5K1
uc001zsc.3,CKMT1B
uc001zsf.4,STRC
uc001zsj.5,CATSPER2
uc001zsk.4,CATSPER2
uc001zsl.2,CATSPER2
uc001zsn.3,CKMT1A
uc001zsu.4,PDIA3
uc001zsw.2,ELL3
uc001zsz.5,SERF2
uc001zte.3,SERINC4
uc001ztf.4,SERF2
uc001zth.2,MFAP1
uc001zti.3,WDR76
uc001ztk.3,FRMD5
uc001ztl.5,FRMD5
uc001ztp.4,CASC4
uc001ztq.4,CASC4
uc001ztr.4,CTDSPL2
uc001ztt.4,CTDSPL2
uc001ztu.4,EIF3J-DT
uc001ztv.4,EIF3J
uc001ztx.4,SPG11
uc001zty.2,SPG11
uc010bcm.2,JMJD7
uc010bcn.4,JMJD7-PLA2G4B
uc010bco.4,PLA2G4B
uc010bdf.2,ZSCAN29
uc010bdg.2,ZSCAN29
uc010bdj.4,CKMT1B
uc010bdq.4,SERF2
uc010bdv.4,CTDSPL2
uc010ude.2,GANC
uc010udi.3,HAUS2
uc010udj.3,STARD9
uc010udk.2,UBR1
uc010udm.3,EPB42
uc010udo.4,ADAL
uc010udq.2,TP53BP1
uc010ueg.3,EIF3J
uc010ueh.3,SPG11
uc010uei.3,SPG11
uc021sjn.1,RNA5SP393
uc021sjo.1,MIR4310
uc021sjp.2,PLA2G4E
uc021sjq.1,MIR627
uc021sjs.2,CCNDBP1
uc021sjv.3,
uc021sjw.2,PPIP5K1
uc021ska.2,CATSPER2
uc021skb.2,SERF2
uc021skc.2,SERF2
uc021skd.2,SERF2
uc021ske.1,MIR1282
uc021skh.2,EIF3J-DT
uc031qrp.2,SERINC4
uc032cbd.2,CATSPER2
uc032cbe.2,EIF3J
uc059iar.1,
uc059ias.1,JMJD7-PLA2G4B
uc059iat.1,JMJD7
uc059iau.1,JMJD7
uc059iav.1,JMJD7-PLA2G4B
uc059iaw.1,JMJD7
uc059iax.1,JMJD7-PLA2G4B
uc059iay.1,JMJD7
uc059iaz.1,JMJD7-PLA2G4B
uc059iba.1,PLA2G4B
uc059ibb.1,PLA2G4B
uc059ibc.1,PLA2G4B
uc059ibd.1,PLA2G4B
uc059ibe.1,PLA2G4B
uc059ibf.1,SPTBN5
uc059ibg.1,
uc059ibh.1,
uc059ibi.1,
uc059ibj.1,
uc059ibl.1,
uc059ibm.1,EHD4-AS1
uc059ibn.1,EHD4
uc059ibo.1,PLA2G4E-AS1
uc059ibp.1,PLA2G4E
uc059ibq.1,PLA2G4E
uc059ibr.1,
uc059ibs.1,PLA2G4D
uc059ibt.1,PLA2G4D
uc059ibu.1,PLA2G4F
uc059ibv.1,PLA2G4F
uc059ibw.1,PLA2G4F
uc059ibx.1,PLA2G4F
uc059iby.1,PLA2G4F
uc059ibz.1,PLA2G4F
uc059ica.1,VPS39
uc059icb.1,VPS39
uc059icc.1,VPS39
uc059icd.1,VPS39
uc059ice.1,VPS39
uc059icf.1,VPS39
uc059icg.1,VPS39
uc059ich.1,VPS39
uc059ici.1,VPS39
uc059icj.1,VPS39
uc059ick.1,VPS39
uc059icl.1,VPS39
uc059icm.1,
uc059icn.1,
uc059ico.1,TMEM87A
uc059icp.1,TMEM87A
uc059icq.1,TMEM87A
uc059icr.1,TMEM87A
uc059ics.1,TMEM87A
uc059ict.1,TMEM87A
uc059icu.1,TMEM87A
uc059icv.1,TMEM87A
uc059icw.1,TMEM87A
uc059icx.1,TMEM87A
uc059icy.1,TMEM87A
uc059icz.1,TMEM87A
uc059ida.1,GANC
uc059idb.1,GANC
uc059idc.1,GANC
uc059idd.1,GANC
uc059ide.1,GANC
uc059idf.1,GANC
uc059idg.1,GANC
uc059idh.1,GANC
uc059idl.1,
uc059idm.1,CAPN3
uc059idn.1,CAPN3
uc059ido.1,CAPN3
uc059idp.1,CAPN3
uc059idq.1,CAPN3
uc059idr.1,CAPN3
uc059ids.1,CAPN3
uc059idt.1,CAPN3
uc059idu.1,CAPN3
uc059idv.1,CAPN3
uc059idw.1,CAPN3
uc059idx.1,CAPN3
uc059idy.1,CAPN3
uc059idz.1,CAPN3
uc059iea.1,ZNF106
uc059ieb.1,ZNF106
uc059iec.1,ZNF106
uc059ied.1,ZNF106
uc059iee.1,ZNF106
uc059ief.1,ZNF106
uc059ieg.1,RNU6-188P
uc059ieh.1,ZNF106
uc059iei.1,ZNF106
uc059iek.1,ZNF106
uc059iel.1,SNAP23
uc059iem.1,SNAP23
uc059ien.1,SNAP23
uc059ieo.1,SNAP23
uc059iep.1,SNAP23
uc059ieq.1,SNAP23
uc059ier.1,SNAP23
uc059ies.1,SNAP23
uc059iet.1,SNAP23
uc059ieu.1,SNAP23
uc059iev.1,SNAP23
uc059iew.1,SNAP23
uc059iex.1,SNAP23
uc059iey.1,SNAP23
uc059iez.1,SNAP23
uc059ifa.1,SNAP23
uc059ifb.1,SNAP23
uc059ifc.1,SNAP23
uc059ifd.1,SNAP23
uc059ife.1,SNAP23
uc059iff.1,SNAP23
uc059ifg.1,
uc059ifh.1,LRRC57
uc059ifi.1,LRRC57
uc059ifj.1,LRRC57
uc059ifk.1,LRRC57
uc059ifl.1,HAUS2
uc059ifm.1,HAUS2
uc059ifn.1,HAUS2
uc059ifo.1,HAUS2
uc059ifp.1,HAUS2
uc059ifq.1,HAUS2
uc059ifr.1,HAUS2
uc059ifs.1,HAUS2
uc059ift.1,
uc059ifu.1,
uc059ifv.1,STARD9
uc059ifw.1,STARD9
uc059ifx.1,STARD9
uc059ify.1,STARD9
uc059ifz.1,STARD9
uc059iga.1,STARD9
uc059igb.1,CDAN1
uc059igc.1,
uc059igd.1,CDAN1
uc059ige.1,
uc059igf.1,CDAN1
uc059igg.1,
uc059igh.1,TTBK2
uc059igi.1,TTBK2
uc059igj.1,TTBK2
uc059igk.1,TTBK2
uc059igl.1,TTBK2
uc059igm.1,TTBK2
uc059ign.1,UBR1
uc059igo.1,UBR1
uc059igp.1,UBR1
uc059igr.1,UBR1
uc059igs.1,UBR1
uc059igt.1,UBR1
uc059igu.1,UBR1
uc059igv.1,UBR1
uc059igw.1,UBR1
uc059igx.1,UBR1
uc059igy.1,
uc059igz.1,TMEM62
uc059iha.1,TMEM62
uc059ihb.1,TMEM62
uc059ihc.1,TMEM62
uc059ihd.1,TMEM62
uc059ihe.1,TMEM62
uc059ihf.1,TMEM62
uc059ihg.1,TMEM62
uc059ihi.1,TMEM62
uc059ihj.1,TMEM62
uc059ihk.1,TMEM62
uc059ihl.1,TMEM62
uc059ihm.1,TMEM62
uc059ihn.1,
uc059iho.1,TMEM62
uc059ihp.1,
uc059ihq.1,CCNDBP1
uc059ihr.1,CCNDBP1
uc059ihs.1,CCNDBP1
uc059iht.1,CCNDBP1
uc059ihu.1,CCNDBP1
uc059ihv.1,CCNDBP1
uc059ihw.1,CCNDBP1
uc059ihx.1,CCNDBP1
uc059ihy.1,CCNDBP1
uc059ihz.1,CCNDBP1
uc059iia.1,CCNDBP1
uc059iib.1,CCNDBP1
uc059iic.1,CCNDBP1
uc059iid.1,EPB42
uc059iif.1,EPB42
uc059iig.1,EPB42
uc059iih.1,EPB42
uc059iii.1,TGM5
uc059iij.1,TGM5
uc059iik.1,TGM5
uc059iil.1,TGM5
uc059iim.1,TGM5
uc059iin.1,TGM7
uc059iio.1,
uc059iip.1,LCMT2
uc059iiq.1,ADAL
uc059iir.1,ADAL
uc059iis.1,ADAL
uc059iit.1,ADAL
uc059iiv.1,ADAL
uc059iiw.1,ZSCAN29
uc059iix.1,ZSCAN29
uc059iiy.1,ZSCAN29
uc059iiz.1,TUBGCP4
uc059ija.1,ZSCAN29
uc059ijb.1,ZSCAN29
uc059ijc.1,TUBGCP4
uc059ijd.1,TUBGCP4
uc059ije.1,TUBGCP4
uc059ijf.1,TUBGCP4
uc059ijg.1,RN7SL487P
uc059ijh.1,TUBGCP4
uc059iji.1,TUBGCP4
uc059ijj.1,TUBGCP4
uc059ijk.1,TUBGCP4
uc059ijl.1,TUBGCP4
uc059ijm.1,TP53BP1
uc059ijn.1,TP53BP1
uc059ijo.1,TP53BP1
uc059ijp.1,TP53BP1
uc059ijq.1,TP53BP1
uc059ijr.1,TP53BP1
uc059ijs.1,TP53BP1
uc059ijt.1,TP53BP1
uc059iju.1,TP53BP1
uc059ijv.1,TP53BP1
uc059ijw.1,TP53BP1
uc059ijx.1,TP53BP1
uc059ijy.1,MAP1A
uc059ika.1,PPIP5K1
uc059ikb.1,PPIP5K1
uc059ikc.1,PPIP5K1
uc059ikd.1,PPIP5K1
uc059ike.1,PPIP5K1
uc059ikf.1,PPIP5K1
uc059ikg.1,PPIP5K1
uc059ikh.1,PPIP5K1
uc059iki.1,PPIP5K1
uc059ikj.1,PPIP5K1
uc059ikk.1,PPIP5K1
uc059ikl.1,PPIP5K1
uc059ikm.1,PPIP5K1
uc059ikn.1,PPIP5K1
uc059iko.1,PPIP5K1
uc059ikp.1,PPIP5K1
uc059ikq.1,PPIP5K1
uc059ikr.1,PPIP5K1
uc059iks.1,PPIP5K1
uc059ikt.1,CKMT1B
uc059iku.1,CKMT1B
uc059ikv.1,CKMT1B
uc059ikw.1,CKMT1B
uc059ikx.1,CKMT1B
uc059iky.1,CKMT1B
uc059ikz.1,CKMT1B
uc059ila.1,CKMT1B
uc059ilb.1,CKMT1B
uc059ilc.1,CKMT1B
uc059ild.1,CKMT1B
uc059ile.1,CKMT1B
uc059ilf.1,CKMT1B
uc059ilg.1,STRC
uc059ilh.1,STRC
uc059ili.1,STRC
uc059ilj.1,STRC
uc059ilk.1,STRC
uc059ill.1,STRC
uc059ilm.1,STRC
uc059iln.1,STRC
uc059ilo.1,RNU6-554P
uc059ilp.1,STRC
uc059ilq.1,STRC
uc059ilr.1,STRC
uc059ils.1,STRC
uc059ilt.1,CATSPER2
uc059ilu.1,CATSPER2
uc059ilv.1,CATSPER2
uc059ilw.1,CATSPER2
uc059ilx.1,RNU6-610P
uc059ily.1,
uc059ilz.1,CATSPER2
uc059ima.1,CATSPER2
uc059imb.1,CKMT1A
uc059imc.1,CKMT1A
uc059imd.1,CKMT1A
uc059ime.1,CKMT1A
uc059imf.1,CKMT1A
uc059img.1,CKMT1A
uc059imh.1,CKMT1A
uc059imi.1,RNU6-353P
uc059imj.1,RNU6-354P
uc059imk.1,PDIA3
uc059iml.1,PDIA3
uc059imm.1,PDIA3
uc059imn.1,PDIA3
uc059imo.1,PDIA3
uc059imp.1,ELL3
uc059imq.1,
uc059imr.1,ELL3
uc059ims.1,ELL3
uc059imt.1,ELL3
uc059imu.1,ELL3
uc059imv.1,ELL3
uc059imw.1,ELL3
uc059imx.1,SERF2
uc059imz.1,SERF2
uc059ina.1,SERF2
uc059inb.1,SERF2
uc059inc.1,SERF2
uc059ind.1,SERF2
uc059ine.1,SERF2
uc059inf.1,SERF2
uc059ing.1,SERF2
uc059inh.1,SERF2
uc059ini.1,SERF2
uc059inj.1,SERINC4
uc059ink.1,SERINC4
uc059inl.1,SERINC4
uc059inn.1,HYPK
uc059ino.1,SERINC4
uc059inp.1,HYPK
uc059inq.1,HYPK
uc059inr.1,HYPK
uc059ins.1,HYPK
uc059int.1,MFAP1
uc059inu.1,WDR76
uc059inv.1,WDR76
uc059inw.1,WDR76
uc059inx.1,
uc059iny.1,FRMD5
uc059inz.1,FRMD5
uc059ioa.1,FRMD5
uc059iob.1,FRMD5
uc059ioc.1,FRMD5
uc059iod.1,FRMD5
uc059ioe.1,FRMD5
uc059iof.1,FRMD5
uc059iog.1,FRMD5
uc059ioh.1,CASC4
uc059ioi.1,CASC4
uc059ioj.1,CASC4
uc059iok.1,CASC4
uc059iol.1,CASC4
uc059iom.1,CASC4
uc059ion.1,CASC4
uc059ioo.1,
uc059iop.1,
uc059ioq.1,CASC4
uc059ior.1,CASC4
uc059ios.1,CTDSPL2
uc059iot.1,CTDSPL2
uc059iou.1,CTDSPL2
uc059iov.1,CTDSPL2
uc059iow.1,CTDSPL2
uc059iox.1,CTDSPL2
uc059ioy.1,
uc059ioz.1,CTDSPL2
uc059ipa.1,CTDSPL2
uc059ipb.1,EIF3J-DT
uc059ipc.1,EIF3J-DT
uc059ipd.1,EIF3J-DT
uc059ipe.1,EIF3J
uc059ipf.1,EIF3J
uc059ipg.1,EIF3J
uc059iph.1,EIF3J
uc059ipi.1,
uc059ipj.1,SPG11
uc059ipk.1,SPG11
uc059ipl.1,SPG11
uc059ipm.1,SPG11
uc059ipn.1,SPG11
uc059ipo.1,SPG11
uc059ipp.1,SPG11
uc059ipq.1,SPG11
uc001zua.2,SPG11
uc001zuc.4,B2M
uc001zue.4,TRIM69
uc001zuf.3,TRIM69
uc001zug.2,TRIM69
uc001zuh.2,TRIM69
uc001zui.2,TRIM69
uc001zuk.5,TERB2
uc001zul.5,SORD
uc001zun.4,DUOX2
uc001zuo.4,DUOXA2
uc001zup.5,DUOXA1
uc001zuq.3,DUOXA1
uc001zur.3,DUOXA1
uc001zus.3,DUOX1
uc001zut.3,DUOX1
uc001zuy.3,SHF
uc001zva.3,SLC28A2
uc001zvc.4,GATM
uc001zvd.4,GATM
uc001zve.4,SPATA5L1
uc001zvg.5,C15orf48
